"elementId","source","line","surface","kind","label","ownerComponent","effectiveHandlerEvent","actionType","mappingStatus","mappingConfidence","handlerChain","delegatedCallbacks","usedBySurfaces","routeTargets","apiCalls","resourceOperations","contextResources","prismaModels","contextModels","permissionPolicies","allowedRoles","rowPolicy","scopedRead","loadingState","successState","errorState","confirmationState","browserActions","helperCalls","localMutations","uxStateCandidates"
"component.components-realm-realmoffice.action.cap-nhat-tien-o-demo","components/realm/RealmOffice.jsx","2410","component.components-realm-realmoffice","action","Cập nhật tiến độ demo","RealmOfficeInner","onClick","navigation","classified-local","high","advanceQuest","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.location.assign","import:advanceRealmQuest | import:realmRecordHref","",""
"component.components-realm-realmoffice.action.buyitem-item","components/realm/RealmOffice.jsx","2493","component.components-realm-realmoffice","action","","RealmOfficeInner","onClick","local-state","classified-local","high","buyItem","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","import:spendRealmGold","",""
"component.components-realm-realmoffice.form-submit.nhan-vao-tavern","components/realm/RealmOffice.jsx","2520","component.components-realm-realmoffice","form-submit","Nhắn vào Tavern","RealmOfficeInner","onSubmit","local-state","classified-local","high","sendChat","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","hook:broadcastChat","event.preventDefault",""
"component.components-realm-realmoffice.action.gui-tin-nhan","components/realm/RealmOffice.jsx","2522","component.components-realm-realmoffice","action","Gửi tin nhắn","RealmOfficeInner","form:onSubmit","local-state","classified-local","high","sendChat","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","hook:broadcastChat","event.preventDefault",""
"component.components-realm-realmoffice.form-control.viet-tin-nhan","components/realm/RealmOffice.jsx","2522","component.components-realm-realmoffice","form-control","Viết tin nhắn...","RealmOfficeInner","onChange","form-control","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.action.i-toi.2","components/realm/RealmOffice.jsx","2543","component.components-realm-realmoffice","action","Đi tới","RealmOfficeInner","onClick","browser-action","classified-local","high","moveToObject | openAuthorizedPanel","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:realmAccessForPanel","",""
"component.components-realm-realmoffice.navigation.bo-qua-ieu-huong-toi-noi-dung-realm","components/realm/RealmOffice.jsx","2559","component.components-realm-realmoffice","navigation","Bỏ qua điều hướng, tới nội dung Realm","RealmOfficeInner","","navigation","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.action.realm","components/realm/RealmOffice.jsx","2567","component.components-realm-realmoffice","action","Realm","RealmOfficeInner","onClick","local-state","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.navigation.mo-workspace-erp-crm-goc","components/realm/RealmOffice.jsx","2568","component.components-realm-realmoffice","navigation","Mở workspace ERP CRM gốc","RealmOfficeInner","onClick","navigation","handler-resolved","high","handoffToErp | sendRealmExperienceSignal","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","POST /api/realm-demo/session","","","AuditLog | User","","explicit-rbac","ACCOUNTANT | AM | PM | STAFF","false","false","not-required","not-required","not-required","not-required","window.fetch | window.location.assign","import:persistWorkspaceSurface | import:realmJourneyForContext","event.preventDefault",""
"component.components-realm-realmoffice.action.so-realm","components/realm/RealmOffice.jsx","2569","component.components-realm-realmoffice","action","Sổ Realm","RealmOfficeInner","onClick","local-state","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.form-control.trang-thai-hien-dien","components/realm/RealmOffice.jsx","2577","component.components-realm-realmoffice","form-control","Trạng thái hiện diện","RealmOfficeInner","onChange","form-control","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","import:rememberCollaborationAvailability","",""
"component.components-realm-realmoffice.action.tu-choi","components/realm/RealmOffice.jsx","2596","component.components-realm-realmoffice","action","Từ chối","RealmOfficeInner","onClick","helper-action","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","hook:declineInvite","",""
"component.components-realm-realmoffice.action.tham-gia","components/realm/RealmOffice.jsx","2597","component.components-realm-realmoffice","action","Tham gia","RealmOfficeInner","onClick","local-state","classified-local","high","acceptPartyInvite","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","hook:acceptInvite","",""
"component.components-realm-realmoffice.action.level","components/realm/RealmOffice.jsx","2604","component.components-realm-realmoffice","action","Level / ·","RealmOfficeInner","onClick","local-state","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.form-control.ho-so-nhan-vat-so-nhan-vat-guild-hall-so-realm","components/realm/RealmOffice.jsx","2615","component.components-realm-realmoffice","form-control","Hồ sơ nhân vật / Sổ nhân vật / Guild Hall · Sổ Realm","RealmOfficeInner","onChange","form-control","classified-local","high","moveToObject | openAuthorizedPanel","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:realmAccessForPanel","",""
"component.components-realm-realmoffice.action.movetoobject-item-id","components/realm/RealmOffice.jsx","2642","component.components-realm-realmoffice","action","","RealmOfficeInner","onClick","browser-action","classified-local","high","moveToObject | openAuthorizedPanel","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","import:realmAccessForPanel","",""
"component.components-realm-realmoffice.action.ho-so-nhan-vat","components/realm/RealmOffice.jsx","2652","component.components-realm-realmoffice","action","Hồ sơ nhân vật","RealmOfficeInner","onClick","local-state","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.navigation.ang-mo-erp-crm-mo-erp-crm-goc","components/realm/RealmOffice.jsx","2653","component.components-realm-realmoffice","navigation","Đang mở ERP · CRM… / Mở ERP · CRM gốc","RealmOfficeInner","onClick","navigation","handler-resolved","high","handoffToErp | sendRealmExperienceSignal","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","POST /api/realm-demo/session","","","AuditLog | User","","explicit-rbac","ACCOUNTANT | AM | PM | STAFF","false","false","not-required","not-required","not-required","not-required","window.fetch | window.location.assign","import:persistWorkspaceSurface | import:realmJourneyForContext","event.preventDefault",""
"component.components-realm-realmoffice.action.so-realm-tavern-so-realm","components/realm/RealmOffice.jsx","2654","component.components-realm-realmoffice","action","Sổ Realm & Tavern / Sổ Realm","RealmOfficeInner","onClick","local-state","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.form-control.oi-phong-cach-ban-o-lau-ai","components/realm/RealmOffice.jsx","2667","component.components-realm-realmoffice","form-control","Đổi phong cách bản đồ lâu đài","RealmOfficeInner","onChange","form-control","classified-local","high","changeMapStyle","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.localStorage.setItem","import:normalizeRealmMapStyle | import:realmMapStyle","",""
"component.components-realm-realmoffice.action.e","components/realm/RealmOffice.jsx","2690","component.components-realm-realmoffice","action","E","RealmOfficeInner","onClick","local-state","classified-local","high","openAuthorizedPanel | openObject","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","import:realmAccessForPanel","",""
"component.components-realm-realmoffice.action.ang-kiem-tra-thu-ong-bo","components/realm/RealmOffice.jsx","2816","component.components-realm-realmoffice","action","Đang kiểm tra / Thử đồng bộ","SyncIntegrityCard","onClick","delegated-action","delegated","high","","onOperationsRefresh | onRefresh","component:realm/RealmOffice","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.action.copy-ma","components/realm/RealmOffice.jsx","2817","component.components-realm-realmoffice","action","Copy mã","SyncIntegrityCard","onClick","delegated-action","delegated","high","","onCopySupportId","component:realm/RealmOffice","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.action.onledgerviewchange-tab-key-if-tab-key-guild-setwarroomcampaign-n","components/realm/RealmOffice.jsx","2893","component.components-realm-realmoffice","action","","LedgerMode","onClick","delegated-action","delegated","high","","onLedgerViewChange","component:realm/RealmOffice","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.navigation.mo-ho-so-erp","components/realm/RealmOffice.jsx","2976","component.components-realm-realmoffice","navigation","Mở hồ sơ ERP","LedgerMode","","navigation","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.navigation.link","components/realm/RealmOffice.jsx","2989","component.components-realm-realmoffice","navigation","·","LedgerMode","","navigation","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.navigation.mo-task-erp.2","components/realm/RealmOffice.jsx","3019","component.components-realm-realmoffice","navigation","Mở Task ERP","LedgerMode","","navigation","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.action.cap-nhat-1","components/realm/RealmOffice.jsx","3020","component.components-realm-realmoffice","action","Cập nhật +1","LedgerMode","onClick","navigation","classified-local","high","advanceQuest","onAdvanceQuest","component:realm/RealmOffice","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.location.assign","import:advanceRealmQuest | import:realmRecordHref","",""
"component.components-realm-realmoffice.action.ang-ghi-ghi-nhan-gold","components/realm/RealmOffice.jsx","3021","component.components-realm-realmoffice","action","Đang ghi… / Ghi nhận Gold","LedgerMode","onClick","data-action","delegated-resolved","medium","applyRemoteOperations | claimQuest | postRealmErpAction | realmTraceFromResponse","onClaimQuest","component:realm/RealmOffice","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","POST /api/realm-demo/operations","","","AuditLog | RealmChangeEvent | RealmGoldEntry | RealmProfile | Setting | Task | TaskEvent | User","","explicit-rbac","ACCOUNTANT | AM | DIRECTOR | HR | LEAD | PM | STAFF","false","false","disabled-binding","toast-or-state","handled-candidate","not-required","window.clearTimeout | window.setTimeout","import:claimRealmQuest | import:createRealmErpBridge | import:createRealmOperations | import:normalizeProfile","operationsSyncEtagRef.current | responseError.code | writeError.code | writeError.outcome",""
"component.components-realm-realmoffice.navigation.mo-ho-so-nhan-su-goc","components/realm/RealmOffice.jsx","3079","component.components-realm-realmoffice","navigation","Mở hồ sơ nhân sự gốc","CharacterDossier","","navigation","classified-local","high","","","","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmoffice.action.mo-goc-nhin-realm","components/realm/RealmOffice.jsx","3080","component.components-realm-realmoffice","action","Mở góc nhìn Realm","CharacterDossier","onClick","delegated-action","delegated","high","","onOpenRealm","component:realm/RealmOffice","'/leads' | `/projects/${encodeURIComponent(warRoomCampaign.id)}` | erpHref | quest.links?.task || realmRecordHref('task', quest.businessRef) | realmRecordHref('client', client.id) | realmRecordHref('lead', lead.id) | realmRecordHref('project', selectedCampaign?.id) | realmRecordHref('staff', member.id) | realmRecordHref('task', task.id)","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.action.a-khoa-do-timeout-duyet-ap-dung","components/realm/RealmPilotControl.jsx","74","component.components-realm-realmpilotcontrol","action","Đã khóa do timeout / Duyệt & áp dụng","LaunchApprovalCard","onClick","data-action","delegated-resolved","medium","decideLaunchApproval | load","onDecide","component:realm/RealmPilotControl","","POST /api/approvals/*/decide","","","Approval | AuditLog | CollaborationPresenceSession | Conversation | Lead | Leave | Message | Notification | Onboarding | Project | Quote | RealmChangeEvent | RealmGoldEntry | Rule | Setting | Task | TaskEvent | Ticket | Transaction | User | VendorBill | Webhook","","explicit-rbac","ACCOUNTANT | AM | DIRECTOR | HR | PM | STAFF","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","window.confirm | window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotcontrol.action.tu-choi","components/realm/RealmPilotControl.jsx","75","component.components-realm-realmpilotcontrol","action","Từ chối","LaunchApprovalCard","onClick","data-action","delegated-resolved","medium","decideLaunchApproval | load","onDecide","component:realm/RealmPilotControl","","POST /api/approvals/*/decide","","","Approval | AuditLog | CollaborationPresenceSession | Conversation | Lead | Leave | Message | Notification | Onboarding | Project | Quote | RealmChangeEvent | RealmGoldEntry | Rule | Setting | Task | TaskEvent | Ticket | Transaction | User | VendorBill | Webhook","","explicit-rbac","ACCOUNTANT | AM | DIRECTOR | HR | PM | STAFF","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","window.confirm | window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotcontrol.action.thu-lai","components/realm/RealmPilotControl.jsx","321","component.components-realm-realmpilotcontrol","action","Thử lại","RealmPilotControl","onClick","local-state","classified-local","high","load","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotcontrol.form-control.realm-pilot-mode","components/realm/RealmPilotControl.jsx","330","component.components-realm-realmpilotcontrol","form-control","realm-pilot-mode","RealmPilotControl","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.form-control.realm-cohort-strategy","components/realm/RealmPilotControl.jsx","349","component.components-realm-realmpilotcontrol","form-control","realm-cohort-strategy","RealmPilotControl","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.form-control.input","components/realm/RealmPilotControl.jsx","364","component.components-realm-realmpilotcontrol","form-control","","RealmPilotControl","onChange","form-control","classified-local","high","toggleRole","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.form-control.tim-theo-ten-chuc-danh-hoac-vai-tro","components/realm/RealmPilotControl.jsx","375","component.components-realm-realmpilotcontrol","form-control","Tìm theo tên, chức danh hoặc vai trò…","RealmPilotControl","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.action.bo-chon","components/realm/RealmPilotControl.jsx","379","component.components-realm-realmpilotcontrol","action","Bỏ chọn","RealmPilotControl","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.form-control.input.2","components/realm/RealmPilotControl.jsx","388","component.components-realm-realmpilotcontrol","form-control","","RealmPilotControl","onChange","form-control","classified-local","high","toggleMember","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.form-control.realm-default-surface","components/realm/RealmPilotControl.jsx","407","component.components-realm-realmpilotcontrol","form-control","realm-default-surface","RealmPilotControl","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.form-control.realm-default-surface.2","components/realm/RealmPilotControl.jsx","411","component.components-realm-realmpilotcontrol","form-control","realm-default-surface","RealmPilotControl","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.form-control.input.3","components/realm/RealmPilotControl.jsx","423","component.components-realm-realmpilotcontrol","form-control","","RealmPilotControl","onChange","form-control","classified-local","high","toggleFeature","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.action.tao-tour-v","components/realm/RealmPilotControl.jsx","435","component.components-realm-realmpilotcontrol","action","Tạo tour v","RealmPilotControl","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotcontrol.action.mo-tour-cua-toi","components/realm/RealmPilotControl.jsx","436","component.components-realm-realmpilotcontrol","action","Mở tour của tôi","RealmPilotControl","onClick","browser-action","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.dispatchEvent","","",""
"component.components-realm-realmpilotcontrol.action.chay-dry-run-phat-hanh","components/realm/RealmPilotControl.jsx","542","component.components-realm-realmpilotcontrol","action","Chạy dry-run phát hành","RealmPilotControl","onClick","data-action","handler-resolved","high","load | runLaunchPreview | validateDraft","","","","POST /api/realm-demo/launch","","","CollaborationPresenceSession | Setting | Ticket | User","","explicit-rbac","ACCOUNTANT | AM | PM | STAFF","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotcontrol.action.gui-director-khac-duyet","components/realm/RealmPilotControl.jsx","545","component.components-realm-realmpilotcontrol","action","Gửi Director khác duyệt","RealmPilotControl","onClick","data-action","handler-resolved","high","load | requestExpansionApproval | validateDraft","","","","POST /api/realm-demo/launch/approvals","","","Approval | AuditLog | CollaborationPresenceSession | Notification | RealmChangeEvent | Setting | Ticket | User","","explicit-rbac","ACCOUNTANT | AM | DIRECTOR | PM | STAFF","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotcontrol.action.kich-hoat-kill-switch-luu-chinh-sach-pilot","components/realm/RealmPilotControl.jsx","552","component.components-realm-realmpilotcontrol","action","Kích hoạt kill switch / Lưu chính sách pilot","RealmPilotControl","onClick","data-action","handler-resolved","high","load | save | validateDraft","","","","GET /api/realm-demo/readiness | PATCH /api/realm-demo/pilot","","","AuditLog | CollaborationPresenceSession | Setting | Ticket | User","","explicit-rbac","ACCOUNTANT | AM | PM | STAFF","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","window.dispatchEvent","import:fetchRealmWithTimeout","",""
"component.components-realm-realmpilotonboarding.action.mo-huong-dan-realm-pilot","components/realm/RealmPilotOnboarding.jsx","93","component.components-realm-realmpilotonboarding","action","Mở hướng dẫn Realm pilot","RealmPilotOnboarding","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotonboarding.action.bo-qua-luc-nay","components/realm/RealmPilotOnboarding.jsx","110","component.components-realm-realmpilotonboarding","action","Bỏ qua lúc này","RealmPilotOnboarding","onClick","browser-action","classified-local","high","persist","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.localStorage.setItem","","",""
"component.components-realm-realmpilotonboarding.action.quay-lai","components/realm/RealmPilotOnboarding.jsx","112","component.components-realm-realmpilotonboarding","action","Quay lại","RealmPilotOnboarding","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"component.components-realm-realmpilotonboarding.action.hoan-tat-huong-dan-tiep-tuc","components/realm/RealmPilotOnboarding.jsx","113","component.components-realm-realmpilotonboarding","action","Hoàn tất hướng dẫn / Tiếp tục","RealmPilotOnboarding","onClick","browser-action","classified-local","high","persist","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","window.localStorage.setItem","","",""
