"elementId","ownerComponent","callback","source","line","surface","apiCalls","resourceOperations","routeTargets","helperCalls","localState"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/templates/page.jsx","111","route:/templates","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/tickets/page.jsx","154","route:/tickets","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/timesheet/page.jsx","92","route:/timesheet","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/vendors/page.jsx","202","route:/vendors","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/vendors/page.jsx","208","route:/vendors","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/vendors/page.jsx","218","route:/vendors","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/vendors/page.jsx","220","route:/vendors","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","app/(app)/violations/page.jsx","84","route:/violations","","","","","setModal"
"component.components-ui.action.huy","ConfirmDialog","onClose","components/Activities.jsx","52","component:Activities","","","","","setActivityToDelete"
"component.components-ui.action.huy","ConfirmDialog","onClose","components/DocLinks.jsx","38","component:DocLinks","","","","","setLinkToDelete"
"component.components-ui.action.huy","ConfirmDialog","onClose","components/realm/RealmPilotOperations.jsx","419","component:realm/RealmPilotOperations","","","","","setConfirm"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/analytics/page.jsx","181","route:/analytics","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/analytics/page.jsx","181","route:/analytics","DELETE /api/data/nps/[id]","delete:nps","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/assets/page.jsx","80","route:/assets","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/assets/page.jsx","80","route:/assets","DELETE /api/data/assets/[id]","delete:assets","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/attendance/page.jsx","132","route:/attendance","","","","","setDel"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/attendance/page.jsx","132","route:/attendance","DELETE /api/data/attendance/[id]","delete:attendance","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/attendance/page.jsx","157","route:/attendance","","","","","setDeleting"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/attendance/page.jsx","157","route:/attendance","DELETE /api/data/holidays/[id]","delete:holidays","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/automation/page.jsx","133","route:/automation","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/automation/page.jsx","133","route:/automation","DELETE /api/data/rules/[id]","delete:rules","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/clients/[id]/page.jsx","154","route:/clients/[id]","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/clients/[id]/page.jsx","154","route:/clients/[id]","DELETE /api/data/contacts/[id]","delete:contacts","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/clients/page.jsx","80","route:/clients","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/clients/page.jsx","80","route:/clients","DELETE /api/data/clients/[id]","delete:clients","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/commissions/page.jsx","223","route:/commissions","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/commissions/page.jsx","223","route:/commissions","DELETE /api/data/commissions/[id]","delete:commissions","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/contracts/page.jsx","118","route:/contracts","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/contracts/page.jsx","118","route:/contracts","DELETE /api/data/contracts/[id]","delete:contracts","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/docs/page.jsx","104","route:/docs","","","","","setToDelete"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/docs/page.jsx","104","route:/docs","DELETE /api/docs/* | GET /api/docs","","","","setDocs"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/finance/page.jsx","135","route:/finance","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/finance/page.jsx","135","route:/finance","DELETE /api/data/transactions/[id]","delete:transactions","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/finplan/page.jsx","212","route:/finplan","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/finplan/page.jsx","212","route:/finplan","DELETE /api/data/budgets/[id]","delete:budgets","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/finplan/page.jsx","219","route:/finplan","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/finplan/page.jsx","219","route:/finplan","DELETE /api/data/recurringexpenses/[id]","delete:recurringexpenses","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/freelancers/page.jsx","165","route:/freelancers","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/freelancers/page.jsx","165","route:/freelancers","DYNAMIC /api/users | GET /api/data/users","read:users","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/freelancers/page.jsx","167","route:/freelancers","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/freelancers/page.jsx","167","route:/freelancers","DELETE /api/data/projectmembers/[id] | DYNAMIC /api/users | GET /api/data/projectmembers | GET /api/data/users","delete:projectmembers | read:projectmembers | read:users","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/gantt/page.jsx","173","route:/gantt","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/gantt/page.jsx","173","route:/gantt","DELETE /api/data/milestones/[id]","delete:milestones","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/growing/page.jsx","115","route:/growing","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/growing/page.jsx","115","route:/growing","DELETE /api/data/growingareas/[id]","delete:growingareas","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/growing/page.jsx","117","route:/growing","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/growing/page.jsx","117","route:/growing","DELETE /api/data/areacodes/[id]","delete:areacodes","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/inventory/page.jsx","138","route:/inventory","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/inventory/page.jsx","138","route:/inventory","DELETE /api/data/stocklots/[id]","delete:stocklots","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/invoices/page.jsx","217","route:/invoices","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/invoices/page.jsx","217","route:/invoices","DELETE /api/data/invoices/[id]","delete:invoices","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/leads/page.jsx","261","route:/leads","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/leads/page.jsx","261","route:/leads","DELETE /api/data/leads/[id] | GET /api/leads/workload","delete:leads","","","setWorkloadError | setWorkloadLoading | setWorkloadPayload"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/live/page.jsx","177","route:/live","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/live/page.jsx","177","route:/live","DELETE /api/data/livesessions/[id]","delete:livesessions","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/live/page.jsx","179","route:/live","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/live/page.jsx","179","route:/live","GET /api/data/livesessions | POST /api/livesessions/*/settle","read:livesessions","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/okr/page.jsx","84","route:/okr","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/okr/page.jsx","84","route:/okr","DELETE /api/data/okrs/[id]","delete:okrs","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/payroll/page.jsx","154","route:/payroll","","","","","setConfirm"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/payroll/page.jsx","154","route:/payroll","GET /api/payroll | POST /api/payroll/*/finalize","","","","setData | setSel"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/projects/[id]/page.jsx","262","route:/projects/[id]","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/projects/[id]/page.jsx","262","route:/projects/[id]","DELETE /api/data/phases/[id] | GET /api/projects/*/execution-health | PUT /api/data/tasks/[id]","delete:phases | update:tasks","","","setData | setHealthError | setLoadingHealth"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/projects/page.jsx","137","route:/projects","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/projects/page.jsx","137","route:/projects","DELETE /api/data/projects/[id]","delete:projects","","",""
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/quotes/page.jsx","100","route:/quotes","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/quotes/page.jsx","100","route:/quotes","GET /api/data/invoices | GET /api/data/projects | GET /api/data/quotes | POST /api/quotes/*/convert","read:invoices | read:projects | read:quotes","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/quotes/page.jsx","102","route:/quotes","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/quotes/page.jsx","102","route:/quotes","GET /api/data/invoices | GET /api/data/projects | GET /api/data/quotes | POST /api/quotes/*/convert","read:invoices | read:projects | read:quotes","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onClose","app/(app)/quotes/page.jsx","104","route:/quotes","","","","","setModal"
"component.components-ui.action.ang-xu-ly","ConfirmDialog","onYes","app/(app)/quotes/page.jsx","104","route:/quotes","DELETE /api/data/quotes/[id]","delete:quotes","","",""
